id,id_kab,kabupaten,id_kec,kecamatan,id_desa,desa,tahun,strata_desa_22,total_pend,total_lk,total_pr,pendatang,pend_pergi,total_kk,total_kkp,total_kkmis,total_by,total_balita,total_rmj,total_dw1,total_dw2,total_lansia,petani_lk,petani_pr,nelayan_lk,nelayan_pr,buruh_tani_lk,buruh_tani_pr,buruh_pabrik_lk,buruh_pabrik_pr,pns_lk,pns_pr,swasta_lk,swasta_pr,wiraswasta_lk,wiraswasta_pr,tni_lk,tni_pr,polri_lk,polri_pr,dokter_lk,dokter_pr,bidan,perawat_lk,perawat_pr,pekerja_lain_lk,pekerja_lain_pr,pekerja_lain,pbk_lk,pbk_pr,total_<3_thn,total_3-6_thn,total_7-12_thn,total_13-15_thn,total_16-18_thn,total_19-59_thn,total_>59_thn
24622,3210,KAB. MAJALENGKA,321011,JATIWANGI,3210112012,JATIWANGI,2023,MANDIRI,5132,2537,2595,27,108,1826,428,116,226,496,797,1368,1457,788,122,91,0,0,493,314,117,86,251,198,88,57,265,103,5,0,3,0,4,3,9,2,5,310,276,310,276,586,,,,,,,
24623,3210,KAB. MAJALENGKA,321011,JATIWANGI,3210112013,LOJI,2023,MAJU,4521,2295,2226,10,11,1468,250,513,20,135,677,1904,1432,353,242,142,0,0,243,109,50,31,30,25,0,0,35,27,2,0,3,1,0,0,5,0,4,921,530,921,530,1451,,,,,,,
24624,3210,KAB. MAJALENGKA,321011,JATIWANGI,3210112014,SUKARAJA KULON,2023,MANDIRI,6224,3131,3093,85,70,2072,316,151,65,394,874,2439,2064,410,150,75,0,0,660,190,175,616,12,6,987,438,705,300,1,0,2,0,1,1,3,2,2,1006,1086,1006,1086,2092,,,,,,,
24625,3210,KAB. MAJALENGKA,321011,JATIWANGI,3210112015,MEKARSARI,2023,MANDIRI,3814,1953,1861,11,35,1281,280,295,20,115,418,1598,1234,324,50,22,0,0,70,35,560,760,40,30,268,178,200,70,1,0,1,0,2,2,10,5,6,85,38,85,38,123,,,,,,,
24626,3210,KAB. MAJALENGKA,321011,JATIWANGI,3210112016,SURAWANGI,2023,MAJU,4575,2338,2237,26,81,1611,306,370,57,265,617,1873,1258,505,103,35,0,0,806,269,181,1692,19,23,56,46,20,53,8,0,1,0,1,0,8,0,7,624,623,624,623,1247,,,,,,,
24627,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122006,GANDU,2023,MANDIRI,4889,2469,2420,30,22,1532,72,0,39,214,320,1700,1416,400,128,70,0,0,337,200,250,300,106,52,160,93,101,40,4,0,4,0,3,0,2,0,10,106,123,106,123,229,,,,,,,
24628,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122007,DAWUAN,2023,MANDIRI,4939,2483,2456,34,40,1668,65,537,16,221,781,1916,1690,315,38,2,0,0,42,60,171,72,52,56,323,174,401,57,4,0,3,0,1,2,2,0,1,112,56,112,56,168,,,,,,,
24629,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122008,GENTENG,2023,MANDIRI,4804,2363,2441,15,36,1632,74,389,120,315,834,1829,1385,321,399,250,0,0,183,190,110,550,30,25,61,30,132,152,3,0,2,0,0,0,3,0,2,0,0,0,0,0,,,,,,,
24630,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122010,MANDAPA,2023,MANDIRI,3168,1560,1608,25,23,1160,190,387,47,187,551,1150,814,415,105,70,0,0,425,115,302,512,115,105,53,15,227,82,3,0,0,0,1,0,4,0,2,560,559,560,559,1119,,,,,,,
24631,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122011,BALIDA,2023,MANDIRI,5852,2885,2967,3,3,2202,52,562,72,269,781,2841,1660,229,479,44,0,0,1002,1000,1436,977,443,52,150,82,57,31,3,0,4,0,2,0,1,5,0,5,2,5,2,7,,,,,,,
24632,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122012,KARANGANYAR,2023,MAJU,2478,1266,1212,6,2,804,60,123,12,91,389,1025,746,236,420,230,0,0,65,420,70,200,11,6,27,9,250,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
24633,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122013,SALAWANA,2023,MAJU,3235,1640,1595,18,260,2100,98,167,185,260,570,1579,1420,259,241,200,0,0,56,70,100,150,25,30,25,15,400,100,2,0,3,0,0,1,3,1,2,0,0,0,0,0,,,,,,,
24634,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122015,BOJONGCIDERES,2023,MANDIRI,4359,2187,2172,46,50,1323,186,1075,102,234,643,1680,1383,317,150,150,0,0,452,400,169,202,90,65,254,165,55,50,4,0,8,0,8,5,2,3,2,0,0,0,0,0,,,,,,,
24635,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122017,SINARJATI,2023,MANDIRI,4663,2358,2305,0,8,1649,89,232,56,515,582,1763,1613,134,350,0,0,0,834,723,570,871,48,20,500,400,212,110,5,0,2,0,0,0,2,0,1,0,0,0,0,0,,,,,,,
24636,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122018,PASIRMALATI,2023,MAJU,1997,1001,996,2,0,747,65,310,50,120,178,919,560,138,509,500,0,0,500,489,65,25,9,2,0,0,15,15,0,0,0,0,0,0,1,0,1,7,5,7,5,12,,,,,,,
24637,3210,KAB. MAJALENGKA,321012,DAWUAN,3210122021,BATURUYUK,2023,MANDIRI,5663,2920,2743,20,8,2101,132,203,150,225,766,2286,1964,272,273,23,0,0,1021,277,354,898,22,20,62,23,364,192,4,0,2,0,0,1,4,1,2,94,46,94,46,140,,,,,,,
24638,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132001,HEULEUT,2023,MANDIRI,7255,3563,3692,2,11,2336,478,1213,94,546,993,1915,3022,685,557,25,0,0,645,21,123,134,58,23,45,37,71,24,10,0,14,0,1,0,5,0,2,0,0,0,0,0,,,,,,,
24639,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132002,KADIPATEN,2023,MANDIRI,11210,5373,5837,21,75,3428,514,1120,96,578,1777,5079,3328,352,18,10,0,0,29,12,1667,288,78,70,20,24,2024,315,19,0,28,1,0,1,8,0,6,1478,5089,1478,5089,6567,,,,,,,
24640,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132003,BABAKANANYAR,2023,MAJU,2235,1088,1147,48,47,772,143,590,19,75,338,842,770,190,91,18,0,0,30,59,49,19,5,6,27,38,35,53,0,1,2,0,0,0,1,1,2,428,183,428,183,611,,,,,,,
24641,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132004,KARANGSAMBUNG,2023,MANDIRI,9707,4862,4845,47,41,3326,375,625,113,327,860,4371,2495,756,547,40,0,0,1071,510,78,90,43,15,298,53,45,25,4,0,3,0,1,0,4,0,0,0,0,0,0,0,,,,,,,
24642,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132005,LIANGJULANG,2023,MANDIRI,9830,5031,4799,16,6,3412,311,450,115,385,1178,4085,3029,1038,75,40,55,0,75,40,425,200,30,42,15,17,88,32,7,0,20,0,1,1,7,0,2,15,7,15,7,22,,,,,,,
24643,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132006,PAGANDON,2023,MANDIRI,4733,2308,2425,18,60,1914,349,1202,32,40,801,2161,1137,562,422,200,0,0,307,13,101,106,36,18,109,112,327,28,3,0,2,0,0,0,3,2,1,250,500,250,500,750,,,,,,,
24644,3210,KAB. MAJALENGKA,321013,KADIPATEN,3210132007,CIPAKU,2023,MAJU,2942,1485,1457,0,8,953,156,242,6,37,460,1090,1007,342,342,52,0,0,527,124,26,87,25,34,83,25,213,30,1,0,2,0,0,0,2,1,0,221,232,221,232,453,,,,,,,
24645,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142001,PAKUBEUREUM,2023,MAJU,4646,2340,2306,32,90,1499,231,377,37,221,660,1815,1652,261,360,148,0,0,317,162,0,0,30,15,51,12,549,101,2,0,1,0,0,0,4,1,1,1029,864,1029,864,1893,,,,,,,
24646,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142002,SUKAWANA,2023,MANDIRI,2407,1203,1204,49,30,929,15,100,36,97,381,1044,800,109,76,6,0,0,149,25,27,10,19,8,0,0,395,45,0,0,0,0,0,0,0,0,0,150,75,150,75,225,,,,,,,
24647,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142003,KERTAWINANGUN,2023,MANDIRI,3133,1544,1589,35,52,898,239,283,30,146,497,1174,1080,222,100,25,0,0,200,84,50,9,19,3,5,1,400,97,1,0,1,0,1,1,2,1,2,2134,67,2134,67,2201,,,,,,,
24648,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142004,PALASAH,2023,MANDIRI,3241,1599,1642,3,5,1307,60,0,12,140,439,1252,1083,314,649,262,0,0,394,162,25,50,10,5,45,14,25,15,0,0,2,0,0,0,4,2,0,0,0,0,0,0,,,,,,,
24649,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142005,BABAKAN,2023,MANDIRI,5803,2886,2917,8,5,2190,334,497,23,264,654,2079,1968,815,1245,952,0,0,658,352,94,114,40,25,36,24,327,253,1,0,1,0,0,0,2,0,0,158,135,158,135,293,,,,,,,
24650,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142006,KERTAJATI,2023,MANDIRI,4106,2003,2103,16,6,1541,23,180,10,217,646,1596,1292,342,319,77,0,0,71,25,15,15,15,14,48,12,676,94,1,0,2,0,0,0,5,1,1,862,1871,862,1871,2733,,,,,,,
24651,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142007,BANTARJATI,2023,MAJU,1922,944,978,12,15,762,125,125,15,46,284,736,663,178,235,134,0,0,265,285,110,189,15,9,105,95,285,279,1,0,1,1,1,0,2,1,1,102,148,102,148,250,,,,,,,
24652,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142008,PASIRIPIS,2023,MANDIRI,4101,2051,2050,120,19,1669,94,348,25,200,536,1441,1428,471,348,174,0,0,385,385,90,56,30,10,55,43,280,289,2,0,0,0,0,0,2,1,2,858,1090,858,1090,1948,,,,,,,
24653,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142009,SUKAMULYA,2023,MAJU,3592,1718,1874,24,31,1282,274,118,11,135,541,1448,1171,273,384,73,0,0,110,15,26,49,5,2,47,39,538,227,10,1,3,0,0,0,3,4,0,394,359,394,359,753,,,,,,,
24654,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142010,KERTASARI,2023,MAJU,2064,1022,1042,25,6,670,35,224,38,139,212,952,568,155,789,280,0,0,121,98,12,25,2,2,35,25,178,105,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,,,,,,
24655,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142011,MEKARJAYA,2023,MAJU,6415,3169,3246,36,29,2233,167,179,234,319,1150,1570,966,204,2379,1239,0,0,475,0,77,9,6,8,7,5,269,27,2,0,5,1,0,0,1,0,1,2,0,2,0,2,,,,,,,
24656,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142012,MEKARMULYA,2023,MAJU,3758,1925,1833,27,16,1174,25,197,147,239,455,1552,1301,64,1385,1023,0,0,204,120,19,0,11,4,50,0,65,28,5,0,2,0,0,0,3,0,1,513,325,513,325,838,,,,,,,
24657,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142013,SUKAKERTA,2023,MANDIRI,2337,1180,1157,54,43,833,131,43,23,136,355,895,766,162,66,7,0,0,353,33,12,9,1,2,8,1,251,17,0,0,0,0,0,0,1,2,1,353,1085,353,1085,1438,,,,,,,
24658,3210,KAB. MAJALENGKA,321014,KERTAJATI,3210142014,SAHBANDAR,2023,BERKEMBANG,1485,741,744,21,2,544,78,9,23,92,202,570,531,67,154,140,0,0,284,58,25,15,2,2,50,30,167,37,0,0,0,0,0,0,1,0,0,70,47,70,47,117,,,,,,,
24659,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152001,BIYAWAK,2023,MANDIRI,4303,2138,2165,15,7,1810,96,415,105,203,1210,1220,1212,353,1103,1105,0,0,1102,1105,50,120,13,9,109,9,110,121,0,0,0,0,0,0,4,2,2,524,512,524,512,1036,,,,,,,
24660,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152002,PANYINGKIRAN,2023,MAJU,4725,2351,2374,3,9,1315,97,141,41,385,693,2082,1000,584,671,515,0,0,0,0,3,53,16,15,11,20,37,95,0,0,1,0,1,0,2,50,30,0,0,0,0,0,,,,,,,
24661,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152003,PANONGAN,2023,MANDIRI,4328,2121,2207,10,15,1579,269,290,20,233,720,1780,1279,282,100,50,0,0,290,330,40,80,48,27,30,35,683,60,0,0,2,0,0,0,1,0,2,1319,1329,1319,1329,2648,,,,,,,
24662,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152004,RANDEGAN WETAN,2023,MANDIRI,3577,1745,1832,29,40,1358,69,45,83,210,542,1449,1050,327,390,310,0,0,340,320,5,15,9,9,3,1,50,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
24663,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152005,PUTRIDALEM,2023,MANDIRI,3325,1656,1669,15,23,1081,1034,47,2,179,486,1316,1116,129,100,321,0,0,201,120,75,32,2,3,0,0,497,6,0,0,0,0,0,0,1,1,3,27,11,27,11,38,,,,,,,
24664,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152006,JATITENGAH,2023,MANDIRI,5201,3731,1470,30,40,1627,286,179,73,250,1310,1830,1200,639,299,81,1,0,200,215,175,325,45,75,41,9,78,90,5,0,4,0,0,2,5,0,3,236,600,236,600,836,,,,,,,
24665,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152007,JATITUJUH,2023,MANDIRI,5768,2795,2973,21,7,1845,309,617,95,297,932,1972,2019,481,705,926,0,0,532,761,106,237,68,127,248,51,971,104,2,0,2,0,1,0,2,0,0,0,0,0,0,0,,,,,,,
24666,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152008,BABAJURANG,2023,MAJU,1115,545,570,2,2,440,23,89,13,62,145,447,340,108,135,421,0,0,14,20,0,0,3,7,0,0,15,19,0,0,0,0,0,0,1,0,0,2,0,2,0,2,,,,,,,
24667,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152009,PILANGSARI,2023,MANDIRI,4683,2315,2368,21,84,1911,189,35,49,84,179,765,838,197,502,478,0,0,172,77,84,46,9,5,23,19,175,21,6,0,5,0,0,0,2,1,2,98,35,98,35,133,,,,,,,
24668,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152010,JATIRAGA,2023,MAJU,2238,1152,1086,17,12,730,52,317,46,179,344,768,756,145,78,23,0,0,150,60,60,37,35,5,47,26,28,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,
24669,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152011,SUMBER WETAN,2023,MANDIRI,4253,2115,2138,8,17,1421,241,984,77,330,825,1804,1018,215,928,847,0,0,729,824,493,364,24,4,12,23,268,186,3,0,3,0,0,0,4,0,1,0,0,0,0,0,,,,,,,
24670,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152012,PANGKALANPARI,2023,MAJU,4282,2132,2150,12,8,1432,175,984,77,331,827,1809,1020,216,328,368,0,0,167,253,128,43,10,3,24,4,138,186,0,0,2,0,0,0,3,1,2,76,21,76,21,97,,,,,,,
24671,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152013,RANDEGAN KULON,2023,MAJU,3716,1824,1892,20,15,1232,35,500,60,80,200,300,350,190,90,75,0,0,70,30,60,70,15,8,20,15,60,50,0,0,0,0,0,0,0,0,6,300,349,300,349,649,,,,,,,
24672,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152014,SUMBER KULON,2023,MANDIRI,3614,1790,1824,21,12,1128,167,464,65,280,345,1527,1246,655,209,63,0,0,541,540,50,20,4,7,17,3,18,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
24673,3210,KAB. MAJALENGKA,321015,JATITUJUH,3210152015,PASINDANGAN,2023,MANDIRI,2575,1236,1339,15,7,823,55,395,55,215,559,1090,624,112,50,30,0,0,600,580,50,60,35,2,20,18,80,70,0,0,0,0,0,0,0,0,0,560,648,560,648,1208,,,,,,,
24674,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162001,CIBOGOR,2023,MAJU,3026,1486,1540,3,0,1057,175,332,35,174,481,977,1031,328,335,335,0,0,356,356,107,125,18,16,21,20,175,192,1,0,0,0,0,1,2,2,1,0,0,0,0,0,,,,,,,
24675,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162002,BEBER,2023,MANDIRI,4046,2012,2034,31,37,1295,204,115,60,252,507,1750,1169,308,181,121,0,0,208,404,16,134,22,34,18,12,70,15,4,0,2,0,1,1,3,2,0,0,0,0,0,0,,,,,,,
24676,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162003,BEUSI,2023,MAJU,5125,2555,2570,0,1,1899,401,353,133,254,1171,1664,1357,546,680,393,0,0,608,312,157,301,16,20,11,17,43,27,8,0,6,0,0,0,1,3,5,0,0,0,0,0,,,,,,,
24677,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162004,TEGALAREN,2023,MAJU,2303,1136,1167,8,4,780,110,262,20,129,147,890,762,355,1,162,0,0,290,27,22,56,6,5,25,17,9,28,3,0,0,0,0,0,2,0,1,22,9,22,9,31,,,,,,,
24678,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162005,BUNTU,2023,MANDIRI,3525,1769,1756,0,0,1307,261,0,95,84,350,1418,1388,190,333,152,0,0,250,222,250,335,15,5,17,8,9,8,9,0,0,0,0,0,4,2,0,0,0,0,0,0,,,,,,,
24679,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162006,LIGUNG,2023,MAJU,3725,1569,2156,150,160,1335,250,230,114,281,634,1674,977,45,401,335,0,0,140,110,12,13,8,12,6,8,8,3,0,0,2,0,0,0,2,0,2,0,0,0,0,0,,,,,,,
24680,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162007,WANASALAM,2023,MAJU,3076,1515,1561,7,6,1190,227,327,107,149,479,907,856,578,325,319,0,0,543,524,75,93,11,31,44,1,118,111,2,0,2,0,0,1,2,0,0,0,0,0,0,0,,,,,,,
24681,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162008,AMPEL,2023,MAJU,4955,2327,2628,8,1,1613,794,300,23,265,254,2140,1451,391,1201,1000,0,0,232,102,6,3,5,9,10,16,120,143,3,0,1,0,0,0,4,4,0,400,400,400,400,800,,,,,,,
24682,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162009,BANTARWARU,2023,MANDIRI,3844,1883,1961,53,49,1290,276,253,30,179,581,1510,1269,275,28,9,1,0,92,39,87,12,20,13,678,677,44,32,1,0,2,0,0,0,2,0,1,798,1070,798,1070,1868,,,,,,,
24683,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162010,MAJASARI,2023,MAJU,4458,2251,2207,2,1,1482,160,176,191,173,936,2067,944,58,820,741,0,0,8,12,122,193,6,8,220,282,22,15,1,0,2,0,0,0,4,0,3,220,287,220,287,507,,,,,,,
24684,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162011,KEDUNGKENCANA,2023,MAJU,3229,1656,1573,6,7,1107,176,500,38,131,500,1197,999,338,200,100,0,0,600,300,90,80,6,3,25,15,150,250,2,0,2,0,0,0,2,0,3,412,300,412,300,712,,,,,,,
24685,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162012,KERTASARI,2023,BERKEMBANG,3697,1834,1863,22,40,1401,54,154,46,239,501,1331,1329,251,418,62,0,0,506,305,50,60,29,5,420,12,63,10,2,0,2,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
24686,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162013,LEUWEUNGHAPIT,2023,MAJU,2645,1324,1321,36,32,941,220,380,23,114,335,878,936,359,380,41,0,0,382,218,120,31,4,1,270,105,246,325,1,0,0,0,0,0,1,0,0,241,280,241,280,521,,,,,,,
24687,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162014,LIGUNG LOR,2023,MAJU,3974,1955,2019,169,185,1088,200,182,44,153,584,1480,1390,324,1000,735,0,0,41,40,200,205,10,5,40,53,14,10,0,0,1,0,0,0,3,1,0,100,146,100,146,246,,,,,,,
24688,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162015,SUKAWERA,2023,BERKEMBANG,2887,1461,1426,2,2,1140,195,945,6,32,354,675,1235,585,270,95,0,0,343,120,171,253,12,16,87,52,129,28,3,0,2,0,0,0,4,2,0,0,0,0,0,0,,,,,,,
24689,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162016,GANDAWESI,2023,MANDIRI,4079,2060,2019,20,9,1505,330,20,40,191,629,1534,1359,326,490,15,0,0,550,150,244,450,20,18,103,45,462,148,41,0,1,0,3,0,6,1,8,531,230,531,230,761,,,,,,,
24690,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162017,KODASARI,2023,MAJU,3084,1462,1622,32,23,1186,35,0,30,50,512,1119,1243,130,286,236,0,0,89,78,64,92,18,4,71,87,43,71,4,0,1,0,0,0,3,0,2,0,0,0,0,0,,,,,,,
24691,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162018,LEUWILIANG BARU,2023,BERKEMBANG,2106,1018,1088,0,1,792,188,25,15,30,225,895,799,142,79,55,0,0,358,187,17,35,11,5,132,25,215,19,2,0,1,0,0,0,2,0,0,175,25,175,25,200,,,,,,,
24692,3210,KAB. MAJALENGKA,321016,LIGUNG,3210162019,KEDUNGSARI,2023,MAJU,1895,965,930,8,4,674,123,616,100,20,128,60,102,134,201,74,0,0,77,200,7,29,3,0,0,0,31,19,2,0,1,0,1,2,4,1,9,21,7,21,7,28,,,,,,,
24693,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172001,BONGAS WETAN,2023,MANDIRI,6520,3249,3271,23,15,2534,390,607,98,458,816,2972,2431,747,15,6,0,0,465,200,31,278,29,43,31,278,98,25,2,0,1,1,1,2,3,1,3,806,659,806,659,1465,,,,,,,
24694,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172002,BONGAS KULON,2023,MANDIRI,3647,1775,1872,11,5,1269,204,150,30,209,537,1682,709,480,792,37,0,0,486,81,93,49,18,4,93,49,333,13,1,0,1,0,0,0,4,5,10,5,5,5,5,10,,,,,,,
24695,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172003,GARAWANGI,2023,MANDIRI,6018,3060,2958,41,38,2146,36,59,59,342,1002,2255,1933,464,165,112,0,0,89,167,249,169,30,13,90,24,1016,716,5,0,3,0,1,0,2,1,7,355,1683,355,1683,2038,,,,,,,
24696,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172004,RANCAPUTAT,2023,MANDIRI,2489,1250,1239,0,0,776,125,325,62,130,370,526,304,243,116,83,0,0,175,153,562,378,24,13,153,231,379,643,0,0,2,0,0,0,2,1,2,276,467,276,467,743,,,,,,,
24697,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172005,BANJARAN,2023,MANDIRI,3560,1835,1725,50,100,1138,173,240,807,40,807,2000,700,116,21,18,0,0,30,20,230,178,15,11,50,19,392,64,1,0,1,0,0,0,3,5,7,1439,585,1439,585,2024,,,,,,,
24698,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172006,SEPAT,2023,MANDIRI,1436,727,709,12,17,511,80,287,10,78,197,550,418,64,5,5,1,0,30,1,66,40,10,8,100,98,181,10,0,0,0,0,0,0,1,0,1,100,100,100,100,200,,,,,,,
24699,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172007,PANINGKIRAN,2023,MANDIRI,4470,2403,2067,67,94,1393,361,201,67,172,712,1763,1009,546,15,3,0,0,75,44,734,553,23,20,43,21,537,491,10,4,12,5,7,8,7,2,4,367,287,367,287,654,,,,,,,
24700,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172008,PARAPATAN,2023,MAJU,1937,994,943,8,5,792,225,80,29,86,313,480,230,147,1,0,0,0,0,0,93,254,15,10,70,0,120,80,3,0,1,0,0,0,3,0,4,75,15,75,15,90,,,,,,,
24701,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172009,PANJALIN KIDUL,2023,MANDIRI,13753,6854,6899,32,253,3568,485,1180,209,980,2952,5362,3563,491,284,131,2,0,105,45,269,354,67,48,215,176,2256,1941,5,0,8,0,2,1,8,5,19,3804,4496,3804,4496,8300,,,,,,,
24702,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172010,CIDENOK,2023,MAJU,3448,1724,1724,100,77,1087,1418,137,51,140,447,431,90,337,500,300,0,0,300,250,120,200,15,7,20,50,150,200,5,0,0,0,0,0,1,0,5,600,300,600,300,900,,,,,,,
24703,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172011,LOJIKOBONG,2023,MANDIRI,5392,2668,2724,6,9,2078,524,539,75,294,822,2023,1785,393,97,6,0,0,288,49,235,412,15,9,189,76,763,62,0,0,3,0,0,1,4,1,0,1077,2105,1077,2105,3182,,,,,,,
24704,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172012,PANJALIN LOR,2023,MANDIRI,6375,2857,3518,0,0,2096,201,217,0,364,810,1398,78,37,607,11,0,0,2548,0,269,0,5,4,53,0,50,20,1,0,1,0,0,0,1,0,4,0,0,0,0,0,,,,,,,
24705,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172013,SUMBERJAYA,2023,MANDIRI,5101,2533,2568,52,29,1741,882,1300,155,319,435,2340,1468,345,750,60,0,0,1300,200,345,321,33,20,32,23,420,135,5,0,1,0,2,1,2,4,3,2,0,2,0,2,,,,,,,
24706,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172014,PANCAKSUJI,2023,MANDIRI,2001,1014,987,11,48,798,19,100,205,334,563,355,218,300,250,150,0,0,275,125,100,50,10,5,10,0,400,131,0,0,0,0,0,0,2,2,2,10,0,10,0,10,,,,,,,
24707,3210,KAB. MAJALENGKA,321017,SUMBERJAYA,3210172015,GELOK MULYA,2023,MAJU,2127,1088,1039,12,6,664,96,90,42,77,325,916,654,113,36,13,0,0,87,23,89,80,5,5,31,27,195,29,1,0,1,0,0,0,1,1,3,760,958,760,958,1718,,,,,,,
24708,3210,KAB. MAJALENGKA,321018,PANYINGKIRAN,3210182001,CIJUREY,2023,MANDIRI,2678,1317,1361,11,6,896,62,28,34,172,458,1073,719,222,196,136,0,0,342,289,22,64,5,2,56,19,224,17,1,0,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,
24709,3210,KAB. MAJALENGKA,321018,PANYINGKIRAN,3210182002,PASIRMUNCANG,2023,MANDIRI,3398,1636,1762,43,57,1249,244,130,37,238,489,1189,915,597,572,123,0,0,1355,1677,0,27,23,16,200,140,450,190,0,0,3,0,0,1,1,1,2,73,54,73,54,127,,,,,,,
24710,3210,KAB. MAJALENGKA,321018,PANYINGKIRAN,3210182003,JATIPAMOR,2023,MANDIRI,3481,1746,1735,6,9,1176,51,406,8,67,276,630,583,1815,130,20,0,0,178,89,241,88,46,29,0,0,158,34,7,0,5,0,0,0,5,0,0,105,153,105,153,258,,,,,,,
24711,3210,KAB. MAJALENGKA,321018,PANYINGKIRAN,3210182004,BANTRANGSANA,2023,MAJU,1565,781,784,16,24,541,131,155,113,184,213,451,426,179,33,15,0,0,195,65,15,12,3,2,10,0,10,30,5,0,0,0,0,1,1,0,3,184,181,184,181,365,,,,,,,
